F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
1073.08,-16885.68,-702.65,32396.26,639.87,-13.13,1318.5,9.42,-22.92,-117.79,3,983.61,-455.49,-17.94,2.43,37.98,25.27,-30175.29,-796.49,Very high,-258.42,221.5,2.54,-238.11,-20562.48,-100.2,UK,-121.43,9278.84,4,22.19,-399.04,-60.15,-1205.55,5.7,4465.6,3550.21
752.56,-20795.31,-168.77,24354.36,550.8,-14.37,1580.76,8.15,-13.32,-15.29,6,865.04,-829.08,-12.84,3.3,38.73,13.33,-42568.05,-816.1,High,-317.44,279.72,3.12,-139.47,-47653.47,-90.58,Europe,-105.5,8975.52,8,-85.93,-799.12,-43.77,-2001.39,7.82,4196.04,1884.64
1234.08,-10145.16,-151.93,22889.58,359.64,-12.43,2245.22,10.37,-19.68,-53.73,3,1556.16,-449.97,-34.47,10.56,48.6,11.65,-26117.34,-176.76,High,-366.58,151.9,4.04,-106.38,-37964.82,-84.75,Europe,26.25,12164.72,4,9.02,-750.22,-69.12,-3239.07,2.74,4227.5,244.48
904.64,-13401.66,-315.57,29718.88,543.69,-11.84,1973.36,12.09,62.22,-68.05,2,1791.78,-494.19,-11.04,5.01,36.39,14.77,-34901.91,-342.91,Low,-319.42,116.28,1.7,-71.58,-32932.74,-123.63,Europe,-95.12,5861.38,6,-55.41,-262.34,-22.83,-1847.04,1.02,4706.9,1929.01
2103.52,-23236.5,-491.2,29825.7,537.63,-13.35,505.58,6.06,-43.04,-68.47,6,1117.66,-567.21,-5.91,22.05,13.23,14.64,-22777.17,-511.76,Low,-209.68,250.82,2.82,-245.76,-24961.83,-104.02,Europe,-154.85,7480.7,8,140.84,-238,-63.81,-2906.19,10.36,3480.62,1306.66
531.42,-13043.91,-675.31,26238.52,606.72,-18.32,1013.2,16.73,9.6,-28.77,4,1280.72,-526.2,-12.39,26.46,60.33,12.91,-18258.27,-92.59,Very high,-247.88,294.84,0.96,-188.49,-21890.22,-118.05,Europe,-58.29,14226.64,2,60.9,-670.67,-56.49,-89.94,12.78,4092.72,2827.9
1092.52,-13351.74,-327.73,22824.66,604.89,-22.47,1451.62,2.51,-20.4,-67.94,3,1269.99,-519.48,-14.7,6.33,66.06,13.65,-26492.58,-678.15,Low,-311.62,224.68,23.6,47.58,-32398.92,-103.66,Europe,-53.14,-5883.94,12,-85.27,-332.05,-58.14,-1741.65,6.5,3985.76,617.21
1206.44,-20683.02,-1121.78,21494.18,653.4,-9.45,1671.32,10.41,-194.94,-8.73,4,1162.29,-480.96,-19.74,28.05,52.74,13.43,-6725.19,185.79,Very low,-408.04,253.88,1.78,-199.95,-19394.37,-85.56,Rest,-135.41,3914.9,10,-59.59,-265.51,-52.14,-2221.86,17.5,3371.56,264.18
595.18,-7225.86,-848.44,29344.1,664.95,-17.45,1054.66,5.89,-3.8,-84.98,4,1651.04,-375.96,-10.71,4.2,54.57,14.15,-12970.29,-95.6,Very high,-377.84,144.86,9.56,-303.96,-35376.81,-61.46,Europe,-177.09,12529.92,8,-34.46,-740.99,-66.39,-1366.35,9.94,3665.72,2962.09
391.68,-11492.34,-377.48,28255.12,578.82,-13.75,299.42,12.96,-156.48,-25.66,5,1005.4,-511.86,-16.32,3.48,45.6,17.74,-19901.91,-290.66,High,-356.78,232.46,332.5,-19.41,-25645.89,-135.2,UK,-110.88,3475.46,6,-6.28,365.45,-48.18,-2578.2,-1.92,5511.1,3540.87
147.7,-11351.61,92.16,23188.82,478.77,-9.32,1437.06,11.75,-57.62,-50.46,3,925.51,-487.77,-14.64,19.38,41.97,17.32,-25898.67,-319.12,Very high,-277.14,274.22,1547.6,-68.22,-31253.01,-100.19,UK,-110.63,8543.74,12,-29.65,-306.43,-60.18,-1429.65,12.22,3514.7,3047.15
1282.7,-12153.42,-945.21,20792.14,531.72,-9.51,1710.22,4.82,-113.76,23.11,3,991.84,-509.13,-7.8,2.82,45.96,12.02,-19991.04,-670.26,Very low,-272.24,301.66,0,-227.61,-28483.14,-104.19,USA,-55.19,11846.12,12,52.21,107.2,-83.31,-133.11,15.3,3643.84,25.52
-83.9,-31629.45,-166.68,23549.58,586.59,-13.05,1403.18,11.9,-34.84,-9.74,6,1476.25,-574.89,-2.37,14.85,44.22,13.67,-12758.91,208.15,High,-272.86,301.72,0.78,-262.83,-32665.83,-153.55,UK,-133.37,7087.62,4,21.34,-461.92,-78.48,-1913.04,12.18,2350.62,3528.72
517.86,-21625.89,-597.5,11949.94,616.29,-8.33,1991.6,23.81,66.22,-39.44,3,1048.08,-691.62,-11.1,17.37,54.6,13.88,-23783.16,-367.29,Very low,-274.06,144.08,96.52,-41.01,-40586.61,-126.09,USA,-71.22,13278.18,10,30.72,-452.57,-59.07,-82.89,9.24,4028.18,1624.77
1425.64,-18231.75,-93.05,30601,412.14,-8.64,755.28,10.95,-71.46,5.27,3,1233.97,-380.04,-30,7.86,42.78,16.21,-12679.65,-365.16,Medium,-247.76,200.08,2.12,-111.66,-35493.21,-119.04,Europe,-107.71,5982.52,8,-2.17,-810.08,-60.84,-1411.29,-2.18,3206.86,-894.07
-263.38,-17791.5,-622.04,14213.28,577.65,-12.36,812.64,9.16,-173.2,-63.67,1,890.04,-558.72,-10.86,17.22,36.75,17.11,-27626.58,-133.71,High,-379.6,215.02,0.74,-94.65,-15645.63,-118.97,Europe,-128.99,13446.16,2,-20.76,-636.49,-58.26,-3265.89,4.36,2521.98,2788.97
80,-4741.68,157.5,33583.06,566.82,-13.96,1651.42,10.14,-4.9,-65.08,1,1278.8,-604.68,-10.59,26.82,51.3,9.9,-21751.53,-674.69,Low,-286.32,269.76,2.82,-189.06,-52312.02,-116.39,UK,-34.61,16063.84,8,107.43,-151.41,-62.76,-851.79,-7.82,3331.6,1716.82
1247.12,-5527.44,-236.92,22966.68,587.64,-12.6,1865.44,7.5,147.62,26.24,4,1612.45,-456.45,-3.93,10.89,49.56,12.22,-23111.61,-310.67,Low,-230.98,244.76,0.34,42.06,-7086.45,-129.63,Europe,-90.81,9056.14,16,-68.96,-435.61,-57.24,-2184.75,-8.6,4641.8,-1251.44
1270.94,-19260.87,-220.17,25660.8,535.59,-19.51,1132.38,13.47,-5.86,2.72,4,1210.42,-570.54,-9.93,22.77,41.43,10.3,-21942.42,-578.25,High,-333.78,358.92,14.32,-239.79,-34697.43,-62.66,Rest,-220.53,9684.82,10,18.69,-10.01,-49.35,304.23,5.32,3278.36,707.46
489.08,-14883.75,-243.51,23403.4,513.87,-15.29,2002.7,10.58,-11.54,-32.57,5,1241.22,-470.82,-6.06,7.62,38.19,15.54,-20091.84,-274.09,High,-362.68,151.74,2.04,-7.35,-39507.99,-104.06,Europe,-10.6,13712.48,4,-39.48,-166.7,-74.79,-356.28,11.16,3869.74,2776.1
997.3,-15016.68,-164.92,22147.56,551.58,-11.75,1749.7,12.32,-34.8,-84.24,7,684.97,-474.75,-35.61,26.16,39.93,22.56,-12738.78,-498.25,Medium,-371.36,292.14,1.58,-252.84,-29117.49,-83.36,USA,-85.75,11690.18,10,-17.53,-430.99,-60.51,-2293.59,12.14,2661.88,-1413.62
900.38,-3996.84,366.16,24170.62,561.9,-13.37,1894.54,10.14,-49.24,-17.86,3,1056.86,-480.54,-5.85,8.34,20.34,15.27,-29136.54,-704.35,Low,-289.56,346.46,11.58,-260.64,-38217.6,-103.64,USA,-85.36,9432.22,12,-32.43,-152.5,-52.98,-2156.16,-4.6,4098.22,292.34
-171.44,-13724.4,-55.63,28591.28,563.19,-8.88,1916.72,11.18,6.38,5.33,1,1102.01,-468.18,-16.14,0.45,54.93,16.24,-32194.74,-635.31,Medium,-315.06,199.88,0.28,-134.31,-29619.36,-80.43,USA,-160.09,3723.8,8,-14.33,-49.57,-62.43,-1759.05,-1.84,3659.68,341.19
378.48,6969.87,12.71,28634.56,630.78,-9.8,1075.48,12.01,2.7,-47.54,5,1069.56,-226.59,-3.69,13.11,41.64,14.16,-14728.29,-462.87,Low,-299.2,207.74,69.44,-137.31,-30223.8,-129.68,Europe,-13.96,7385.4,10,71.23,-163.68,-47.25,-1224.72,3.78,1955,1424.41
1283.58,-15717.54,-1087.55,36857.86,619.65,-15.05,1855.52,9.44,2.16,-66.84,4,1316.96,-368.7,-16.26,12.96,35.91,13.01,-28850.88,-1216.6,Very low,-523.6,210.5,965.16,79.56,-42345.69,-145.89,Rest,-138.3,8513.54,8,-33.17,-524.19,-63.45,-1822.38,9.68,3681.5,1444.22
1015.38,-8463.63,-481.79,27716.88,576.24,-2.83,1369.54,3.54,99.96,-2.43,2,1187.32,-499.65,-14.88,11.79,41.79,15.65,-25732.68,-826.2,High,-273.46,350.82,0.54,-251.07,-25075.5,-130.89,USA,-125.38,20758.76,12,-154.1,-221.92,-51.48,-2213.88,1.48,2907.78,606.25
531.56,-8553.18,160.76,26984.14,390.75,-13.66,787.96,9.45,-15.4,-81.78,7,1158.04,-417.36,-10.35,11.64,41.4,12.43,-34811.49,-265.69,Very low,-485.2,214.58,0.44,-236.88,-13668.99,-99.92,UK,-155,-2019.54,14,-71.06,85.41,-29.1,-1064.91,9.04,2748.18,-161.08
795.3,-5152.74,-508.03,30375.18,543.93,-9.15,1712.42,10.12,27.8,-81.53,2,1012.99,-711.21,-9.48,4.23,49.08,15.17,-29032.08,-544.11,Low,-308.66,154.38,5.54,-227.1,-27614.67,-109.69,UK,-87.49,11135.02,4,-22.3,-462.55,-53.58,-751.62,7.04,3089.48,3513.83
1723.44,-15749.31,71.84,27020.8,582.93,-12.57,2529.76,11.08,-50.8,-47.04,6,993.41,-465.9,-17.4,13.38,31.41,15.44,2204.82,-356.8,Very high,-240.62,221.22,19.48,-217.53,-28487.46,-50.55,Europe,-118.08,6715.3,8,-10.4,219.25,-57.72,-2247.21,-1.42,3806.26,788.17
150.88,-6254.64,-214.58,19439.12,591.27,-12.56,1936.96,12.12,-43.04,-70.59,7,1143.09,-604.89,-4.29,21.93,43.92,24.66,-22521.18,-370.1,Medium,-314.26,293.68,0.02,-22.2,-40725.84,-122.45,Rest,-119.19,3930.38,6,-13.64,-42.01,-62.34,-1693.59,9.44,3379.7,343.75
1429.22,-2118.15,-178.12,25509.1,494.64,-27.66,1469.1,14.55,-14.36,-13.21,7,1340.37,-528,-12.63,9.36,47.34,10.49,-14643.84,1.07,High,-302.52,229.52,486.46,-99.3,-35818.02,-110.52,UK,-148.25,11755.44,10,8.83,-806.92,-45.3,-636.78,2.86,4634.38,3172.43
604.1,-40062.24,-104.61,15947.86,643.41,-14.4,1661.36,9.68,-125.06,-51.21,4,1284.46,-453.69,-12.57,7.77,41.22,14.48,-17994.93,-427.58,Medium,-333.8,256.92,5.58,-112.17,-34903.83,-72.84,USA,-143.04,14142.92,6,-34.58,39.63,-51.36,-3073.53,-4.12,1845.38,1138.72
1338.7,-2164.77,-392.43,37647.3,461.94,-20.61,2801.92,10.76,125.02,-40.69,4,1294.1,-483.96,-21.36,27.54,40.02,15.46,-22977.72,8.16,Very low,-273.58,275.6,3.72,-4.44,-20858.94,-150.12,USA,-105.63,-1554.64,12,-24.89,-602.83,-52.8,-2263.17,-2.26,2931.34,-616.26
-111.58,-6492.15,16.83,27617.18,517.35,-9.08,2523.28,14.64,-25.4,-51.1,5,1127.06,-623.07,-15.36,25.23,86.13,7.59,-22888.14,-231.05,Medium,-337.22,195.52,0.38,-21.12,-20100.93,-86.34,USA,-140.98,19359.68,6,-42.27,-1028.17,-41.67,-837.42,4.14,3451.66,-158.19
978.64,-20290.05,-205.94,18376.46,505.62,-12.11,482.04,5.4,-31.08,-62.43,4,504.17,-104.61,-4.29,3.3,29.43,11.5,-31068.84,-828.12,Low,-249.1,125.04,2.68,-108.24,-18115.5,-77.95,USA,-152.42,3940.66,6,-3.83,-541.47,-59.73,-2349.51,3.8,3127.5,914.73
755.16,-7058.25,-11.19,25686.2,572.61,-8.72,1569.82,12.17,196.44,-18.1,3,1459.05,-427.05,-6.03,2.82,50.82,13.25,-19873.05,-144.5,Low,-414,239.58,0,-89.28,-13153.5,-137.97,Europe,-130.34,1515.4,6,-36.88,-771.72,-60.54,-1933.8,9.9,3321.24,-1052.8
2018.86,-17518.38,-650.74,20571.36,665.22,-14.76,1188.76,12.36,-22.7,-32.47,4,1502.08,-529.17,-8.43,7.23,42.15,3.04,-33571.65,-495.9,Very low,-152.74,207.56,0,-142.05,-28778.34,-111.16,Europe,-30.29,5332.7,2,-28.65,148.71,-69.57,-2259.36,-0.9,2416.18,1074.05
287.18,-951.33,-600.28,21393.02,512.79,-14.45,2091.88,8.44,-19.48,-31.06,8,973.9,-334.74,-13.29,2.34,32.4,16.92,-16590.45,-594.97,Very low,-293.1,204.6,12.6,-174.45,-33908.73,-90.71,UK,-88.86,5469.26,2,-13.8,-1662.03,-17.7,-1010.01,10.08,2651.08,2713.1
1633.36,-8358.21,600.23,18375.8,418.14,-13.2,1533.04,8.28,17.48,-68.08,6,1513.4,-552.45,-3.93,3.54,24.84,14.59,-39406.47,-227.83,Low,-240.8,242.48,0.78,-147.69,-35319.36,-94.11,USA,-118.06,4655.76,4,-138.32,-472.09,-54.57,-1311.24,4.74,3734.6,248.31
713.82,-18929.7,-59.9,28985.58,454.83,-6.64,2715.44,12.27,33.3,-61.64,9,993.3,-557.28,-14.16,9.21,43.83,22.11,-12456.42,-1170.08,High,-360.92,162.16,0.22,-143.61,-27796.68,-131.6,USA,-132.1,7268.04,2,-39.24,339.51,-62.52,-1794.72,3.36,2664,276.01
1815.64,-12112.2,-424.02,36614.04,635.25,-13.99,1433.2,-5.02,-54.34,-47.48,3,1409.15,-446.16,-33.57,5.4,45.3,9.8,-15713.28,-661.91,Very high,-319.38,152.58,0.1,-199.05,-17446.23,-62.51,Europe,-178.93,5037.84,8,-61.46,153.95,-63.72,-946.23,12.1,3640.14,-1157.68
1557.38,-8876.82,246.62,16687.36,629.76,-13.91,704.6,4.78,-10.12,-27.97,2,803.99,-537.51,-15.24,21.3,41.46,16.75,-31642.38,-776.99,Very low,-435.5,260.4,12.16,-209.07,-41682.09,-104.08,Europe,-142.76,8789.36,14,-84.41,-273.45,-72.9,-1425.3,11.96,3660.12,-1151.57
2103.92,-7628.49,-155.61,19096.3,596.52,-13.88,1220.48,10.83,-15.54,-74.58,1,813.87,-460.53,-17.4,3.48,42,14.59,-8244.66,-298.05,Very low,-292.82,256.16,7.7,-136.44,-33367.71,-97,USA,-98.51,17443.96,8,-26.84,-263.21,-49.32,-697.17,5.64,3774.36,550.01
-662.02,-9163.35,-394.08,28061.06,545.58,-11.74,245.78,7.37,62.38,-64.42,3,1312.21,-428.43,-6.27,1.26,46.8,8.27,-30190.2,-670.31,Low,-159.86,149.44,0.8,-30.27,-19453.41,-46.58,USA,-36.84,13730.74,10,-245.28,-498.76,-60.24,-1332.87,15.42,3713.2,613.67
601.02,-5275.32,-287.08,14647.1,306.99,-17.21,1628.12,9.1,20,-55.1,5,1404.7,-524.13,-8.52,7.05,71.19,0.52,-13888.74,-400.81,High,-250.04,85.56,0.02,-84.3,-24794.28,-62.73,Rest,-147.69,9582.82,8,-21.68,-223.88,-50.79,300.33,-5.88,3807.2,203.95
373.2,-12165.63,-511.99,24484.32,388.26,-14.53,2501.6,9.38,-94.86,-20.1,3,1437.3,-833.37,-17.22,10.53,40.05,14.04,-28412.7,-707.17,High,-316.06,256.76,0.16,-110.43,-44127.69,-127.99,Europe,-166.95,9353.02,4,41.85,-371.44,-51.9,-1216.71,3.84,1632.54,2372.57
647.5,-7702.5,-253.37,28406.24,492.78,-10.63,1518.98,10.01,45.12,-27.7,5,1029.79,-482.91,-14.04,1.56,36.51,11.04,-8175.96,-132.26,High,-240.64,252.66,0.26,-215.76,-34902.78,-137.38,Rest,-129.28,1147.66,6,-28.57,55.22,-55.92,-1701.12,-2.12,3552.9,499.87
608.46,-13278.39,-382.9,21513.28,511.68,-16.95,1204.04,7.82,3.76,-65.45,5,1308.14,-381.36,-3.15,6.75,43.86,14.65,-9388.95,-1051.3,Very low,-348.8,202.64,0.1,-183.6,-36161.85,-90.36,USA,-116.29,-8757.78,8,13.86,-287.76,-57.45,-1801.2,4,4451.74,551.92
390.76,-4324.86,244.12,28660.34,513.06,-13.62,1109.94,11.94,84.08,-67.21,0,1668.5,-618.03,-11.73,11.58,23.88,6.51,-16841.34,-193.93,Very low,-370.7,248.4,136.04,-132.63,-34462.14,-97.38,Rest,-81.59,5915.46,12,11.74,-729.11,-54.6,-2979.9,3.26,3806.78,250.62
905.12,-9140.97,-385.52,25982.84,574.95,-10.7,1379.88,9.71,-100.9,-34.37,3,950.59,-632.76,-5.46,6.03,47.01,15.62,-38463.45,-442.57,Very high,-337.48,156.36,0.06,-99.81,-36515.49,-107.18,USA,-149.49,10117.52,6,-38.63,-493.7,-55.08,-629.49,-1,3993.02,1900.82
1425.16,-14960.13,-450.52,32478.6,416.43,-13.65,3136.78,8.55,12.56,-34.05,3,1035.48,-448.32,-25.08,17.25,26.94,16.48,-45347.85,-145.36,Low,-327.38,357.1,0.04,-175.29,-30592.08,-91.72,UK,-133.67,9241.56,12,-85.81,-606.88,-47.67,-1265.61,2.96,2168.96,-149.01
854.42,-4165.23,-584.83,37454.34,514.89,-14.21,1650.16,4.57,-181.74,-46.68,6,1150.33,-621.03,-28.44,3.27,55.53,10.51,-22945.32,-480.51,Medium,-330.22,223.78,0.08,-63.39,-12908.61,-125.55,UK,-114.51,6138.94,8,-3.88,213.36,-52.26,-726.15,2.02,3057.24,-148.25
575.06,-36290.01,-807.26,29304.12,474.18,-15.63,3033.44,10.79,22.02,-108.34,2,1164.87,-354.54,-15.18,3.12,40.26,17.13,-15340.92,-173.17,Very high,-246.88,135.22,104.92,-178.2,-28048.86,-82.06,USA,-112.64,-657.22,8,28.58,-251.76,-52.2,-732.81,13.34,3413.1,2777.47
885.44,-5886.21,52.9,24603.54,300.36,-12.23,1342.04,16.59,-47.16,-68.47,3,995.81,-645.9,-18.84,10.68,38.61,19.45,-20384.1,-201.24,High,-300.86,281.26,8.74,-295.77,-25297.35,-70.04,Rest,-135.4,6680.92,6,22.12,-182.6,-60.51,-3055.14,4.68,4608,360.55
905.98,-27045.6,-317.81,18974.54,645.27,-13.1,1660.76,10.48,302.2,-55.64,5,1111.14,-458.16,-14.28,7.65,47.31,2.47,-28221.69,-591.65,Low,-265.52,209.04,22.9,-107.07,-35888.64,-89.92,UK,-227.91,9166.4,10,34.1,-636.01,-51.09,-2023.47,-0.26,3609.4,1062.28
896.66,-17362.68,-656.29,28024.74,710.67,-10.28,2070.72,8.81,84.5,-45.48,6,1116.45,-488.7,-4.59,11.31,38.34,13.01,-20346.3,-222.71,Very low,-191.5,243.92,0.16,-113.13,-35760.72,-103.19,USA,-45.27,10742.26,10,-3.29,-923.21,-38.88,-695.58,-5.44,5112.2,727.93
804.82,-20434.32,203.34,30094.84,525.3,-18.07,1095.28,8.86,-31.76,-53.78,3,1326.32,-512.61,-9.03,16.65,41.28,18.54,-33871.44,-194.39,High,-321.72,198.36,0.24,-337.29,-19389.33,-118.32,UK,-112.43,-2554.7,6,2.19,-358.04,-66.09,-1772.67,6.96,2645.52,384.87
1008.18,-16420.83,139.97,24870.96,683.76,-13.11,476.18,9.17,-19.12,-33.69,4,552.52,-543.51,-7.35,5.07,66.12,9.23,-29508.87,-305.78,High,-429.76,245.1,2,-268.74,-26819.1,-152.64,USA,-101.91,6423.46,8,62.95,-331.75,-65.94,447.57,-3.32,3716.72,848.98
785.54,-19011.48,77.19,17010.54,461.58,-13.4,1454.98,10.1,-13.92,-14.06,2,1077.38,-643.56,-7.41,21.6,45.36,16.43,-27926.19,-561.56,Low,-353.92,193.32,1.78,-61.05,-30980.52,-149.02,Europe,-94.77,11052.84,10,-17.82,-628.61,-39.54,-1657.29,8.52,4493.46,47.1
-573.1,-14802.39,-152.72,35553.06,553.23,12.23,2134.7,3.92,-310.18,-46.49,2,1379.68,-550.65,-13.71,4.08,49.56,12.63,-26853.06,-134.16,Very high,-314.82,226.8,0.72,-222.18,-43677.45,-110.12,USA,-94.11,12746.38,10,-11.96,-188.28,-67.77,94.95,-3.1,5174.14,1425.01
716.26,-11734.26,-182.73,33362.98,649.02,-14.81,1886.4,13.59,-77.7,-55.88,5,1075.26,-551.25,-11.07,15.54,57.27,15.85,-20168.37,-422.78,Low,-278.84,326.7,11.66,-274.71,-41375.97,-161,USA,-112.23,1281.34,8,-14.67,-1203.08,-52.86,-605.7,3.74,3197.34,1016.88
1329.06,-2826.66,4.88,30162.58,626.46,-14.01,1959.72,10.64,-5.56,-54.1,1,1030.5,-488.19,-20.61,24.72,50.04,14.36,-10019.28,-563.36,Medium,-273.68,177.68,97.04,-125.19,-14501.01,-93.99,USA,-93.94,13049.38,10,-31.98,-427.38,-47.55,-809.97,6.32,2786.74,181.89
1261.96,-3624.18,-367.85,15903.46,594.9,-15.82,80.3,13.88,-17.36,-56.69,6,1314.56,-429.81,-15.78,24.48,40.08,15.45,-26716.71,-119.03,High,-366.48,191.38,0.3,-66.36,-49815.81,-152.7,USA,-127.55,14241.62,10,-22.3,18.81,-71.82,-2791.56,-2.66,3001.9,840.48
382.52,-485.4,-55.6,22764.36,676.05,-15.24,1224.54,5.39,-12.4,-60.52,3,853.09,-342.54,-23.19,12.21,-2.94,11.69,-33044.31,-561.75,High,-261.3,252.78,1.5,-142.8,-36591.6,-129.36,USA,-74.7,838.2,12,-17.74,45.32,-62.25,-3188.25,13.62,3493.16,-69.09
1553.24,-13400.52,54.36,19523.26,616.17,-18.73,2695.3,10.18,-55.1,-26,6,1180.9,-417.36,-8.16,9.66,44.34,20.96,-32192.22,-70.26,Very high,-352.68,233.76,0.84,-11.01,-39137.76,-127.08,USA,-119.7,12271.64,12,-20.34,-244.14,-60.99,-1914.12,4.82,3300.96,757.45
2117.36,-6902.43,-494.25,31517.46,487.71,-11.81,2465.9,10.61,26.54,-61.19,3,1413.97,-285.12,-11.37,13.32,35.1,25.55,-12652.98,-1312.04,High,-373.96,233.12,0.44,-41.55,-35537.01,-103.74,Rest,-146.85,10803.64,12,-99.69,-142.99,-60.39,363.48,4.04,3964.16,429
739.8,-16990.77,230.79,19950.2,673.74,-12.02,1314.82,11.1,42.6,-3.81,2,830,-446.76,-9.69,18.09,46.92,18.91,-31651.53,-521.16,Medium,-337.96,241.94,0.04,-57.87,-42874.5,-115.75,UK,-188.02,10616.58,8,-12.1,-103.55,-50.82,-2529.27,4.54,3231.5,195.72
1283.78,-9219.78,-182.13,18112.54,576.66,-14.76,2096.76,16.11,199.98,-69.21,5,1067.82,-511.77,-7.08,3,54.84,8.59,-33577.98,-1170.12,Very low,-295.1,181.14,41.2,5.7,-31720.86,-140.53,USA,-150.83,5073,14,-42.77,-454.09,-54.99,-2344.8,2.78,3510.12,225.72
764.96,6813.57,-257.66,31586.32,653.85,-11.28,1206.98,7.72,38.86,-81.65,9,1257.4,-402.81,-2.25,10.32,36.69,14.62,-21270.36,-325.21,Very low,-304.68,135.48,3976.44,-104.49,-29253.6,-81.53,UK,-110.14,4815.24,12,-48.51,-476.35,-57.99,-1804.65,5.78,1688.3,2382.97
1924.82,-3710.73,146.45,29214.14,705.21,-18.52,2570.96,10.58,151.44,-69.47,4,1187.87,-568.56,-11.61,3.6,44.37,8.1,-30204.66,-330.97,Medium,-130.1,133.26,194.22,-210.69,-26115.21,-148.56,USA,-137.29,8229.68,12,-31.72,-334.05,-69.78,-2571.09,7.3,3343.72,594.35
687.02,-10331.97,-260.52,33808.82,564.81,-6.06,834.74,10.1,-9.3,-83.69,3,997.8,-423.09,-13.77,23.04,42.24,12.42,-23385.45,-453.16,Very high,-332.66,279.32,1.52,-89.37,-31698.12,-99.85,UK,-115.57,4964.88,6,-21.01,-78.63,-55.17,-701.64,-3.08,3744.84,3118.55
990.86,-4854.45,-148.89,27155.58,654.57,-14.18,1503.06,5.39,188.22,-61.19,6,1344.05,-618.27,-9.87,6.54,50.07,15.78,-32170.35,-253.11,Very high,-324.32,229.42,144.68,-85.26,-27245.61,-113.03,Rest,-116.37,13609.04,8,-51.74,-195.07,-83.49,-586.2,5.2,4433.14,1041.47
1257.54,-3023.34,-228.08,37253.46,518.7,-16.59,2361.28,10.34,87.38,-37.34,3,903.73,-637.23,-30.66,10.89,68.97,16.25,-21820.59,-277.83,Low,-354.08,247.12,2.7,-130.59,-44088.42,-92.62,USA,-165.46,6250.88,8,-7.58,-367.74,-60.24,-2213.43,11.16,3228.8,-46.74
609.66,-12592.65,489.52,18479.56,463.08,-18.19,1257.66,17.67,3.66,-27.45,2,1550.61,-342.99,-18.57,4.14,26.7,13.91,-8993.4,-754.79,High,-280.54,305.92,130,-196.92,-35636.67,-120.08,Europe,-66.79,18296.94,14,-36.98,-583.87,-65.55,-428.43,2.36,3171.36,-540.92
68.48,-1528.56,-541.83,25175.24,903.12,-13.55,1778.48,5.44,120.64,-85.02,6,1723.86,-440.22,-11.97,13.11,42.48,2.68,-22711.77,-364.04,Very high,-412.44,98.24,0.68,-38.76,-42400.86,-119.37,Europe,-126.24,8490.28,10,1.61,-149.11,-73.92,-1451.76,1.98,1653.16,2283.98
434.48,-3831.03,-149.4,25563.7,637.02,-15.82,1491.3,22.72,-96.52,-12.44,4,1256.28,-568.98,-18.96,8.16,20.04,13.21,-12249.24,-533.21,Very low,-394.02,205.12,11.08,-125.91,-23122.2,-146.63,UK,-126.13,1469.98,14,-23.31,173.47,-51.93,-1490.22,-1.4,4100.22,-144.71
1634.4,-14488.38,-43.41,20393.72,546.54,-22.79,1885.54,8.53,56.78,-59.67,6,1436.08,-485.43,-40.62,6.39,26.19,14.32,-24545.28,-614.68,Very low,-320.94,222.58,4.64,-31.29,-30106.29,-113.19,UK,-154.51,17285.9,10,-19.59,-639.28,-77.73,-2153.52,0.26,4033.94,-161.81
170.44,-9767.28,-525.14,29531.44,528.36,-26.66,2143.86,13.36,96.38,-55.02,5,1230.94,-257.07,-17.49,5.1,48.33,16.73,-14474.01,-771.84,Low,-363.12,204.4,0.02,-270.27,-26128.05,-139.64,Rest,-98.78,-4610.1,0,-14.76,-487.39,-79.41,-204.81,0.68,3589.72,260.92
1133.56,-5413.83,-404.39,30927.58,725.88,-14.13,2012.02,8.14,-24.78,-69.96,3,1558.93,-435.63,-11.46,6.33,42.66,8.46,-28743.66,100.31,Medium,-290.34,282.86,13.24,-187.53,-24793.2,-85.5,UK,-84.74,6734.6,6,25.23,-97.57,-61.68,-1961.52,6,4152.18,3367.63
1369.76,-3457.05,-275.51,25349.84,685.08,-14.09,1249.38,13.64,-89.14,-116.92,5,932.8,-466.41,-18.72,11.58,55.71,15.22,-9408.45,-97.18,Medium,-377.86,232.8,0.36,-213.45,-19178.73,-104.59,USA,-103.67,5511.48,10,-28.9,-101.21,-65.25,-2077.44,5.02,4405.48,-344.83
1400.04,-5168.55,8.64,27761.54,587.85,-13.8,2436.92,8.78,-18.72,-80.03,5,1241.58,-154.65,-12.45,6.51,40.77,13.2,-15337.23,-719.47,High,-394.96,219.76,0.62,-120.93,-17574.21,-75.86,USA,-153.44,3807.2,10,-7.44,281.42,-59.55,-1593.15,10.54,3829.68,-130.17
1220.1,-9013.32,-503.13,28688.16,565.32,-11.5,929.82,14.44,-7.58,-78.79,7,987.97,-444.96,-21.75,5.46,40.02,15.11,-25398.12,-691.3,Very high,-206.1,260.94,231.74,-81.24,-23456.61,-98.7,USA,-15.02,11102.22,12,76.34,-432.76,-56.37,-3043.29,6.96,4518.08,899.59
