F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
2.329,1,-6795.44,-11.5377,-5.3109,0,4.0486,-6.746,-5.494,3.8045,-2381.7,-4.31,6.0332,-11847.21,32099.64,-1.4,103877.28,2.5658,1463.4,-3888.28,-46.77,True
1.573,0,-6474.24,-21.219,-4.3929,0,5.4102,-14.0689,-17.972,4.217,-2845.127,-8.176,6.5211,-11707.74,23230.71,-0.4,106152.66,2.387,1523.431,-4336.938,,False
1.19,0,-5975.24,-13.557,-5.9607,1,4.2762,-14.5185,-4.984,3.4145,-2683.6,-2.019,6.1577,-11777.73,22822.44,-0.4,108806.66,2.6816,1252.42,-3416.48,-40.02,False
2.913,1,-4929.6,-12.8913,-6.1023,0,6.586,-25.87,-75.76,3.1675,-2908.56,-3.986,5.8839,-11580.81,23680.14,-0.4,103837.41,3.2878,1551.03,-5542.08,-49.53,True
1.0183,1,-4703.22,-11.7147,-4.4469,0,4.0614,-18.224,-14.496,5.627,-2970,-1.8788,5.8863,-11246.46,19133.64,-0.4,103893.84,2.8832,1649.72,-4358.546,,False
0.8376,0,-7469.44,-14.022,-4.18278,0,5.95,-11.231,-14.574,4.195,-2730.3,-1.64424,6.0146,-12177.96,22503.24,-1.4,103906.1,2.6486,804.02,-4348.812,-39.12,False
1.085,0,-3983.24,-14.058,-9.999,1,4.00492,-17.539,-7.194,5.906,-2738.15,-5.198,5.8623,-11238.36,33623.64,-1.4,103858.85,2.4058,1531.0876,-4259.82,-48.27,True
1.384,0,-4802.98,-13.0593,-11.892,0,5.912,-19.296,-9.912,3.1541,-2827.484,-3.896,8.783,-11539.92,24569.94,-1.4,104019.5,7.394,1566.99,-6211.88,-47.55,True
1.0421,0,-6993.44,-11.9013,-6.5853,1,8.298,-9.238,-20.03,3.8827,-2676.9,-2.4982,5.765876,-11306.16,22919.91,-0.4,103858.01,2.2928,1634.82,-4561.28,,False
0.4816,1,-5253.64,-17.928,-11.004,0,7.008,-17.391,-11.444,3.02566,-2883.95,-1.7121,5.83335,-12073.86,23759.94,-1.4,103809.94,3.2078,1612.94,-9539.48,,False
0.6532,0,-4788.54,-11.8758,-6.1362,0,5.059,-6.422,-41.7,3.1034,-2314.1,-7.138,5.7601178,-10789.56,25041.24,-1.4,103886.58,10.994,1564.79,-6477.48,-47.34,True
0.341,1,-4800.98,-19.284,-4.11024,0,4.4578,-13.6327,-1.3726,3.3842,-2863.56,-7.218,10.206,-10911.96,21819.84,-0.4,103861.72,6.694,1538.272,-4659.48,-44.82,False
2.444,1,-6997.44,-12.5679,-4.22769,1,5.5102,-10.922,-1.5622,6.225,-2649.8,-3.58,6.1726,-11644.866,24015.54,-0.4,103894.92,2.3332,1516.25,-4330.34,-47.52,True
0.5495,0,-5453.64,-14.037,-8.22,1,10.63,-19.233,-6.292,3.308,-2686.6,-5.184,6.0455,-10749.06,23154.711,-0.4,103803.38,2.6844,1565.72,-4772.08,,False
0.15209,1,-6032.24,-17.634,-7.674,0,3.98326,-11.916,-14.37,4.703,-2710.9,-3.5218,5.9621,-18677.76,34988.64,-1.4,103836.78,3.5282,1476.34,-4314.04,,True
1.826,0,-4866.92,-12.5568,-4.7313,1,6.5,-18.22,-9.964,4.087,-2658.7,-1.896,5.902,-11925.96,23858.64,-0.4,104160.46,9.788,904.42,-3926.28,,True
0.2308,0,-4960.44,-14.211,-6.7659,0,4.8038,-17.557,-21.98,3.2109,-2758.8,-2.7362,6.777,-12564.06,24972.24,-0.4,103832.56,3.4238,1398.12,-2481.08,-50.43,True
0.7672,1,-7279.44,-12.2358,-7.467,1,7.572,-8.328,-19.31,3.6773,-2968.5,-8.94,5.763134,-12115.26,23701.44,-0.4,103851.01,2.382,1529.387,-4837.68,,False
0.12363,1,-5465.64,-11.8257,-4.2747,0,4.02982,-9.093,-6.906,4.56,-2937.21,-2.6066,5.762326,-7460.76,15419.64,-1.4,103839.81,2.8386,1649.92,-4613.48,,False
0.1694,1,-6026.64,-13.965,-6.3024,1,6.274,-3.59,-10.766,3.1785,-2876.42,-8.762,6.7275,-13983.36,22714.14,-0.4,103869.91,2.418,1505.08,-2215.48,,False
2.098,0,-4992.44,-12.6645,-6.1527,1,6.88,-18.671,-6.7,3.3572,-2847.288,-3.4012,6.0261,-11614.131,23707.14,-1.4,103826.72,3.6872,1542.22,-4811.28,,False
2.747,0,-5197.24,-14.667,-7.728,1,6.526,-8.197,-56.16,4.303,-2741.33,-1.71716,5.9606,-11818.11,22905.78,-0.4,103838.32,4.952,356.92,-4009.48,,False
1.857,0,-6693.24,-10.60926,-5.4729,1,4.8936,-13.2086,-12.51,4.574,-1796.3,-2.1162,6.3714,-11764.56,24823.14,-0.4,103817.38,2.5328,1482.57,-4434.98,,True
0.3021,0,-7241.44,-18.849,-5.3895,0,5.1142,-16.64,-14.47,3.7371,-2800.68,-2.0002,6.7117,-13746.06,22765.14,-1.4,103805.92,2.7716,1460.23,-4681.08,,False
0.6569,1,-4876.54,-12.0096,-6.8805,1,8.46,-14.3673,-55.34,4.284,-2952.7,-4.166,6.1251,-12414.66,23707.44,-1.4,103788.72,5.262,1453.76,-4112.08,-45.51,False
1.187,1,-4875.36,-12.0792,-6.7449,1,7.628,-11.501,-19.934,3.5065,-3035.1,-6.07,6.897,-11925.36,23682.84,-0.4,103815.92,5.27,1504.39,-4242.6,,False
0.2564,1,-5336.24,-16.239,-4.4802,1,8.918,-13.4859,-24.24,3.02249,-2759.95,-3.3772,6.2351,-11350.38,23045.28,-0.4,103856.73,3.2578,1516.94,-1991.48,,True
0.15003,1,-6084.84,-11.0196,-6.3933,1,5.0416,-12.122,-68.64,3.0671,-2701.4,-7.482,6.806,-13296.66,24431.94,-1.4,103875.88,2.4274,1520.79,-3774.08,-41.49,False
0.9419,0,-3514.64,-10.872,-6.6435,1,5.412,-16.856,-14.584,3.9088,-2661.6,-3.5318,6.2566,-10938.36,23151.69,-1.4,103873.96,2.3028,1578.26,-4354.942,,False
0.9378,0,-4963.64,-16.749,-6.9435,0,10.014,-16.398,-19.562,3.1279,-2900.86,-4.25,5.78843,-11817.75,22910.79,-0.4,103898.52,2.7766,1455.77,-1277.48,-41.22,False
1.166,0,-5332.24,-11.5329,-4.206,1,6.398,-20.065,-50.14,5.147,-2414.8,-3.92,6.3742,-11956.26,22940.64,-0.4,103834.96,3.8508,1452.48,-4114.48,,True
1.0235,1,-4754.522,-15.831,-6.9054,1,4.2174,-19.57,-8.134,3.00491,-2809.52,-6.904,6.4075,-11614.431,28361.64,-1.4,103936.38,5.082,1512.38,1996.52,,False
2.144,1,-5057.44,-16.614,-4.6842,1,4.197,-18.615,-2.706,3.0881,-2885.65,-7.486,8.585,-11908.38,32339.64,-1.4,103845.62,3.5208,1494.43,-2461.48,,False
1.615,1,-4444.44,-17.529,-4.9509,1,4.8356,-12.051,-97.84,3.2002,-2794.01,-2.6892,5.79211,-11462.01,24390.84,-1.4,103794.56,2.7564,1461.61,-2461.68,-43.92,True
1.12,1,-5001.64,-12.5412,-4.074,1,4.909,-20.622,-38.08,3.5626,-2637.6,-5.242,5.83351,-11994.66,24208.74,-0.4,103999.64,5.906,1489.83,-3807.08,,True
3.328,0,-4635.32,-12.2841,-5.7021,1,5.886,-11.088,-7.538,3.1654,-2643.7,-1.70354,6.2083,-11545.56,23924.94,-0.4,103829.64,3.1524,1187.02,-2588.08,,True
0.3375,1,-5676.84,-15.741,-4.24632,1,4.3582,-13.96519,-43.08,4.536,-2717.7,-1.7868,6.0904,-13927.26,25585.44,-1.4,103920.72,3.8876,1013.42,-4296.3,-46.98,True
1.001,0,-4297.24,-11.3139,-4.5063,1,5.1542,-16.774,-4.588,3.4075,-3315.9,-2.5754,5.78303,-11284.56,23748.54,-1.4,103791.84,3.2722,1509.36,-4078.88,-46.41,False
1.428,1,-4750.234,-11.1831,-5.4144,1,10.134,-26.85,-8.362,3.2331,-2813.49,-7.814,6.2757,-11461.38,23408.1,-0.4,103859.23,9.182,1535.824,-4513.62,-39.6,False
0.13957,0,-4642.52,-17.448,-4.5315,0,4.1368,-15.38,-19.046,3.3512,-2850.35,-1.926,6.024,-9133.86,25631.04,-1.4,103868.99,3.8094,1400.42,-3774.88,,False
0.4457,0,-5134.64,-12.9837,-8.424,0,4.1446,-9.538,-0.19198,4.176,-2874.56,-1.7564,7.774,-10904.46,21143.94,-0.4,103557.66,2.3476,1675.92,-4374.84,,False
0.4554,1,-5849.64,-14.1,-5.6991,0,4.3828,-13.5907,-24.24,3.6613,-2846.723,-2.3684,5.82709,-12323.16,24376.44,-0.4,103977.06,2.5264,1355.12,-3953.48,,False
1.163,1,-5095.64,-11.9829,-7.692,0,6.278,-16.732,-14.934,4.047,-2891.51,-3.584,5.77297,-11986.26,22983.24,-0.4,103827.28,5.514,1498.34,-4465.28,-44.82,True
1.092,1,-3026.84,-13.713,-4.8501,1,5.638,-13.7105,-6.962,4.235,-2669.2,-4.924,6.916,-11286.06,24143.04,-1.4,103887.1,2.2588,1506.03,-3865.48,-47.7,True
0.7662,0,-4523.24,-16.755,-8.52,0,4.4382,-19.032,-14.576,3.194,-2758.86,-2.7408,5.84396,-11079.06,26867.64,-1.4,103460.26,3.6532,1502.38,-2625.68,-45.15,True
0.9125,0,-4656.92,-14.46,-10.467,1,9.15,-12.638,-1.6546,3.7429,-2830.024,-2.7282,5.8801,-11190.06,23438.94,-0.4,103692.76,2.747,1604.06,-4579.28,,True
1.806,1,-5129.44,-17.07,-5.9154,0,5.0368,-8.906,-6.76,3.269,-2849.58,-4.154,8.604,-11624.769,23286.36,-0.4,103280.06,3.0382,1516.05,-4195.78,-46.11,False
2.974,0,-5546.84,-10.58499,-4.6908,1,8.534,-17.657,-9.204,4.923,840.7,-2.6586,5.7606875,-11491.77,23332.5,-0.4,103627.46,2.7564,1638.92,-4423.36,,True
3.472,0,-4802.9,-12.5511,-5.781,0,4.5516,-16.014,-38.22,5.503,-2589,-1.66088,5.7609693,-11525.28,21926.94,-1.4,103692.7,4.64,1120.12,-4163.22,,False
2.511,1,-4927.18,-17.859,-4.8477,1,4.2488,-17.384,-25.84,4.366,-2761.18,-2.9192,5.7601168,-11703.51,22827.24,-1.4,104033.62,7.404,1448.36,-4099.88,,True
1.987,0,-4893.14,-12.1662,-4.15347,0,4.598,-16.425,-34.56,5.601,-2899.87,-1.7944,6.5176,-11457.42,21859.74,-1.4,103742,5.328,2078.32,-4517.28,-46.74,False
0.4842,0,-4499.04,-14.511,-4.6335,0,5.727,-9.362,-0.7472,4.355,-2910,-1.70984,5.85663,-10722.06,23108.25,-1.4,104120.86,3.8566,1465.84,-4231.54,-43.62,False
1.939,1,-4817.68,-11.568,-6.6642,1,7.508,-20.543,-53.78,5.665,-2461.3,-2.9354,5.8607,-11454.45,23648.04,-0.4,103837.19,6.102,1596.81,-4407.12,,True
0.4225,1,-4707.84,-10.9746,-6.6633,1,6.466,-19.197,-32.6,3.1739,-3190.2,-3.1324,5.77826,-10651.56,23440.26,-1.4,103857.17,3.9924,1586.62,-5436.28,-43.41,False
2.084,1,-4745.4648,-12.3738,-6.0414,0,8.048,-7.23,-5.104,3.0908,-2582.2,-1.7412,6.83,-11391.6,22921.29,-1.4,103809.36,10.71,1474.91,-1341.48,-42.09,True
0.2619,0,2722.56,-12.2589,-8.136,0,5.2036,-13.5799,-23.46,3.2962,-2951.8,-1.7404,6.0076,-8629.56,24364.14,-1.4,103843.65,2.23074,1046.42,-2385.28,,True
2.007,1,-6694.24,-13.776,-4.4802,1,8.564,-22.007,-22.88,3.1848,-2634.1,-4.628,6.5623,-11889.99,23452.17,-0.4,103861.36,2.8852,1503.97,-4303.06,-48.99,True
0.7645,0,-4421.44,-11.1966,-10.404,1,4.1444,-19.409,-5.43,3.2664,-3101.3,-4.212,5.77481,-11051.16,27332.64,-1.4,103726.08,4.784,1499.97,-2814.08,-38.16,False
0.3466,1,-5069.24,-12.5241,-8.46,0,6.966,-10.247,-11.812,3.097,-2682,-3.71,5.8922,-10745.46,23880.84,-1.4,103810.64,2.999,1576.85,-6081.28,-45.87,True
0.14667,1,-5558.84,-13.422,-4.3755,1,4.2876,-15.43,-8.86,3.04738,-2613.8,-5.422,5.7757,-16970.76,26543.64,-1.4,103874.72,3.7018,1500.62,-2325.48,,True
0.2098,1,-4510.84,-14.385,-5.4909,1,6.01,-12.863,-15.354,4.823,-2851.8,-3.382,5.9382,-10230.96,22923.87,-1.4,104345.66,2.7616,1482.69,-4124.68,,False
0.8624,1,-4965.24,-10.67595,-8.013,1,5.966,-22.132,-28.72,6.416,-2627.1,-5.238,6.293,-11672.04,22922.61,-0.4,103996.38,3.702,1501.48,-4248.74,,True
0.3665,1,-4742.592,-12.2508,-4.07775,0,6.902,-9.986,-13.59,3.4173,-2855.79,-6.046,5.76136,-10944.36,23738.94,-0.4,103903.98,7.144,1537.351,-4495.58,,True
0.2901,0,-4787.8,-10.53387,-6.5646,1,4.2582,-14.7047,-21.96,5.298,949.7,-4.852,5.8607,-10048.86,24243.84,-1.4,103833.91,6.372,1538.889,-4262.42,,True
0.3892,1,-4132.44,-14.382,-4.5942,1,6.156,-13.0061,-41.6,6.434,-2810.48,-2.0448,8.22,-10166.46,23326.41,-0.4,103874,2.18188,1720.62,-4381.76,,False
1.409,1,-4903.58,-10.6854,-8.226,1,6.644,-26.2,-1.8542,3.2428,-415.3,-2.0962,5.9326,-11310.36,23590.74,-1.4,103912.28,4.646,1745.32,-4735.68,,True
0.2833,1,-5069.24,-11.9565,-5.9289,0,8.878,-12.561,-48.74,3.951,-2560.4,-2.1454,6.0898,-14040.06,23579.64,-0.4,103941.22,5.056,1185.22,-3914.48,,True
0.9739,0,-7513.44,-15.522,-9.432,1,4.1506,-12.819,-9.756,3.5942,-2726.3,-4.792,6.889,-12131.76,28958.64,-0.4,103682.58,2.526,1501.91,-4246.16,,True
0.182,0,-4270.24,-10.872,-7.176,0,7.098,-10.249,-29.16,3.04305,-1937.1,-4.652,6.0424,-9140.46,23724.84,-0.4,104073.46,2.5838,1513.06,476.52,,True
0.6837,0,-5318.44,-11.3094,-4.6971,1,4.2678,-10.587,-25.2,3.1258,-2842.081,-4.488,6.7518,-12532.56,20998.14,-0.4,104195.06,4.97,1508.27,-5586.68,-46.08,False
0.6055,1,-5260.44,-11.2995,-4.28337,0,5.912,-16.566,-8.876,4.213,-2283.6,-3.461,6.407,-12501.66,22754.04,-0.4,103762.28,4.426,1416.82,-3892.08,-40.74,False
0.6963,1,-5813.44,-10.66809,-10.338,1,6.048,-18.736,-36.38,3.5071,-1626.3,-1.938,7.167,-11306.46,22737.84,-1.4,104021.18,2.709,1689.62,-4545.4,-43.41,True
0.4878,0,-4822.24,-12.723,-9.378,0,7.166,-7.753,-23.88,3.8332,-2849.75,-4.26,8.045,-10965.36,23515.74,-1.4,103825.52,2.4346,1554.1,-4522.32,-51.42,True
1.996,0,-4339.84,-11.1846,-6.0081,1,5.5256,-21.465,-24.72,3.6737,-3255.1,-3.63,6.0631,-11325.69,24344.64,-1.4,104128.06,4.72,1533.855,-4061.28,-43.98,False
0.7552,1,-4632.84,-11.5314,-6.6852,1,4.9094,-12.451,-16.178,3.5874,-3083.7,-4.72,7.97,-11119.56,22445.94,-1.4,103829.74,2.9934,1543.31,-4409.54,-45.12,False
0.7435,1,-5021.44,-15.648,-8.154,1,10.392,-14.0556,-15.936,3.5944,-2767.49,-2.3024,5.84624,-12198.96,23071.62,-1.4,103898.14,5.498,1249.62,-3446.28,-45.15,True
0.8029,0,-6492.24,-11.2422,-13.956,1,12.358,-7.715,-12.908,3.7356,-2345.5,-4.122,6.1964,-12024.06,23185.812,-0.4,103856.2,2.9064,1536.706,-4692.68,,False
0.2965,1,-3166.04,-13.59,-4.02087,1,5.5402,-14.0419,-34.2,4.002,-2936.2,-2.8988,6.5963,-9591.06,23980.74,-1.4,103838.17,2.6698,1498.4,-4010.48,-41.7,False
3.311,0,-6384.84,-11.0898,-6.1977,0,4.8232,-21.487,-115.58,3.497,-2082.3,-1.7132,6.261,-11670.24,24803.94,-1.4,105179.46,2.7646,1737.62,-4820.88,-48.93,True
0.2345,1,-4722.8,-13.632,-5.5659,1,4.6136,-15.653,-3.674,4.808,-2869.82,-3.2716,6.3943,-11119.26,23495.94,-1.4,103803.72,2.8484,1482.68,-4193.82,,False
0.7132,0,-3988.24,-16.599,-7.662,0,7.366,-8.878,-7.776,3.2811,-2785.14,-6.95,5.9451,-11153.16,23615.94,-1.4,103867.51,2.3084,1526.101,-3397.28,-50.61,True
0.4813,0,-7491.44,-15.186,-6.0723,0,4.4858,-16.696,-8.602,4.065,-2734.3,-2.6392,8.083,-12694.86,25865.04,-1.4,103912.14,2.5408,1468.32,-4396.12,,True
0.2618,0,-5927.84,-12.5943,-5.7306,0,5.7682,-29.34,-3.896,3.7813,-2676.4,-3.78,6.2193,-11527.29,23122.62,-0.4,103838.22,2.573,1515.48,-4165.16,-44.49,False
1.367,0,-4352.24,-17.202,-10.524,0,9.278,-16.584,-42.84,3.5421,-2845.423,-7.38,5.761995,-11480.67,23451.27,-1.4,103854.72,2.914,1517.88,-3770.68,,True
0.6258,0,-4457.64,-13.56,-7.599,0,7.406,-10.78,-12.152,4.564,-2871.33,-1.8828,5.78483,-11027.76,23777.34,-1.4,103810.64,3.6156,1558.6,-4309.94,,True
0.6069,1,-5077.84,-13.557,-9.246,0,4.141,-16.901,-15.708,4.861,-2863.66,-10.218,5.79974,-11994.96,21086.64,-0.4,103859.98,3.3728,1512.69,-4129.28,-43.71,False
0.9029,0,-4626.32,-10.57242,-8.994,0,6.496,-17.692,-4.422,3.1187,-1358.3,-1.69404,6.5043,-11345.25,23717.34,-1.4,103876.02,4.516,892.42,-1231.48,,True
0.15584,0,-5592.44,-19.5,-4.7598,0,6.682,-5.334,-4.528,3.1521,-2850,-3.998,5.9233,-16160.76,23969.04,-1.4,103838.71,2.5198,1448.93,-2555.68,-42.15,True
1.0171,1,-4546.24,-14.529,-6.024,1,6.434,-18.639,-5.478,3.2725,-2763.67,-2.3828,5.81673,-11491.5,23455.47,-1.4,103915.98,3.554,1303.92,-1745.48,,True
2.734,1,-6203.64,-14.463,-4.8807,1,4.9592,-20.509,-23.62,3.4505,-2819.74,-1.7199,6.5128,-11798.07,23004.36,-1.4,103854.36,2.693,426.92,-3587.48,-41.01,False
1.261,1,-5185.84,-11.0355,-5.109,1,5.3696,-8.221,-2.898,3.96,-3192.2,-9.522,5.79921,-12004.86,24435.24,-0.4,103821,4.466,1527.58,-4716.68,-42.99,False
0.8205,1,-4915.82,-11.8857,-5.2206,1,4.1518,-14.0542,-8.574,3.7717,-3030.3,-1.9496,5.79796,-11877.51,19301.64,-1.4,103889.2,3.6276,1055.62,-3735.48,,False
0.4708,1,-4844.9,-23.235,-4.000272,0,4.0742,-20.332,-54.62,5.961,-2781.19,-9.264,6.0751,-11174.76,24753.24,-1.4,103835.11,5.236,1522.827,-4189.06,,True
0.3539,0,-5041.84,-11.2233,-5.451,0,3.99574,-12.073,-23.4,5.153,-3177,-4.254,6.4055,-13805.46,36371.64,-1.4,103888.58,5.564,1482.53,-4401.62,,True
0.8393,0,-4713.26,-13.17,-5.7351,0,6.276,-11.335,-16.85,3.3897,-2646.6,-4.846,7.228,-11148.66,24016.14,-0.4,103910.6,10.556,1521.19,-3397.88,,True
1.295,0,-5559.64,-12.5175,-4.8087,1,12.51,-13.2102,-12.716,3.1906,-2618.4,-3.163,7.085,-11596.182,23306.82,-0.4,103817.12,2.4234,1476.11,-2731.08,,False
3.263,0,-6701.04,-12.681,-4.12143,1,8.266,-9.555,-112.76,3.03015,-2851.42,-5.042,5.80805,-11764.08,23047.08,-0.4,103712.3,2.6814,1502.21,-4498.62,,False
0.2247,1,-3952.24,-12.8613,-4.9497,1,4.6852,-20.459,-21.12,4.074,-2983.2,-4,5.77261,-8396.76,24825.84,-0.4,103856.85,3.4666,1513.62,-4009.88,,False
1.255,1,-6967.44,-16.212,-4.6092,1,4.7366,-11.97,-0.3912,4.521,-2823.36,-4.382,5.9441,-11834.31,23439.9,-1.4,101370.66,2.323,1481.72,-4151.08,,False
1.185,0,-7545.44,-11.3985,-4.04055,1,5.3486,-22.909,-40.2,3.7908,-2285.4,-2.424,6.1706,-12183.06,24327.84,-1.4,103963.4,2.502,1294.92,-3876.88,-45.57,True
0.5556,0,-6939.44,-14.115,-7.395,0,4.386,-12.746,-14.686,3.8727,-2745.82,-6.558,6.1548,-12342.36,21912.24,-1.4,103904.06,2.5048,1497.8,-3888.28,-42.45,False
1.405,0,-4646.84,-11.0628,-6.8076,0,4.613,-17.802,-14.992,3.3365,-2155.7,-5.328,6.3202,-11369.07,25292.94,-0.4,103888.46,6.458,1505.77,-2682.08,,True
0.14321,0,-6241.24,-12.2496,-4.8189,1,8.944,-12.642,-24.22,3.0868,-2742.99,-4.636,5.85581,-14744.76,22985.73,-0.4,104007.82,2.5774,1482.3,-1473.48,,False
0.173,0,-4942.78,-15.177,-5.4864,1,7.032,-17.939,-29.04,4.277,-2681.6,-2.2788,5.8863,-8471.76,23420.88,-0.4,103664.26,5.472,1721.72,-4530.78,,True
1.507,0,-5441.24,-16.983,-10.236,0,5.5038,-7.855,-25.92,3.3434,-2811.58,-2.7802,6.2751,-11661.15,22526.34,-1.4,103597.06,2.4078,1379.32,-2609.28,,True
0.5168,1,-4899.78,-15.264,-4.5501,1,4.2408,-11.743,-18.54,4.009,-2858.69,-2.1322,8.436,-12252.96,27170.64,-0.4,103910.7,4.356,1264.82,-4072.88,,False
0.5032,1,-5100.44,-11.3058,-6.8475,0,4.9534,-3.04,-2.996,4.452,-2886.74,-3.4224,5.764577,-12654.06,25301.04,-0.4,103880.4,3.0262,1403.72,-4010.48,-46.56,True
0.273,0,-4538.64,-10.9689,-8.226,1,6.368,-13.024,-5.686,4.066,-1938.5,-2.0738,6.823,-9933.36,23972.94,-0.4,103879.02,3.607,1437.92,-3927.28,,True
1.064,0,-4669.6,-12.5802,-6.6189,0,4.7282,-15.684,-10,5.731,-2818.17,-1.7456,5.7603592,-11423.07,22175.34,-0.4,103811.1,3.591,985.32,-4160.26,-45.18,False
1.897,0,-5948.64,-12.1227,-4.461,1,5.2384,-11.354,-16.488,3.1363,-2589,-2.9972,5.84698,-11818.95,22509.54,-0.4,103895.16,3.3538,1499.18,-4661.88,-45.39,False
0.217,0,-4856.94,-11.9157,-5.3205,0,5.884,-7.29,-35.96,3.8233,-2824.58,-2.0424,5.764723,-11470.41,23854.74,-1.4,103819.8,3.1744,1405.12,-4153.96,-42.87,False
0.4546,1,-4992.64,-11.6988,-8.499,0,5.052,-12.712,-9.818,3.2148,-2861.45,-1.7914,5.7602841,-11471.13,25029.24,-0.4,103903.02,3.237,1695.52,-5296.68,,True
1.726,1,-4792.9,-10.9773,-5.9898,1,4.7266,-13.4036,-23.26,5.02,-2955.9,-3.906,5.9783,-11749.44,24638.04,-0.4,103894.52,7.86,1466.01,-4182.22,-43.71,False
0.666,1,-6133.84,-13.932,-5.3856,0,4.661,-15.788,-5.286,4.701,-2751.38,-3.163,6.1249,-12337.26,22694.94,-1.4,103889.48,3.2496,1518.92,-4495.2,-48.96,True
0.2897,0,-7547.44,-12.2265,-6.6714,0,8.866,-4.408,-31.58,3.2933,-2776.34,-5.986,5.79876,-14711.76,23086.44,-1.4,103892.62,2.7922,1523.918,-5631.28,,False
1.787,1,-5218.84,-14.889,-4.21812,1,8.732,-13.93972,-14.334,6.158,-2862.84,-1.78,6.1971,-11815.8,23552.34,-0.4,103851.93,3.7044,1284.92,-4398.34,,False
0.8895,1,-4710,-12.5169,-4.6272,0,7.876,-18.201,-34.82,3.02749,-2758.4,-5.5,6.2696,-11159.16,23070.39,-1.4,103576.26,5.528,1529.345,-799.48,-44.58,True
1.757,1,-4354.44,-10.59987,-5.5662,1,7.068,-14.9323,-37.2,3.897,-3471.4,-2.032,5.8716,-11461.11,23980.44,-0.4,103883.7,2.2458,1720.52,-4705.28,,False
1.809,0,-4455.04,-11.0229,-4.2903,0,4.2724,-23.475,-35.94,5.013,-2523.8,-1.9776,5.8875,-11376.03,19763.64,-1.4,103959.14,2.4082,1482.15,-4169.64,,False
2.831,0,-5015.84,-13.2453,-4.9167,1,7.566,-8.445,-14.184,3.3176,-2736.8,-4.28,6.044,-11743.83,22947.18,-1.4,103826.8,7.538,1518.74,-4687.68,,True
0.95,1,-4920.64,-11.0928,-9.348,0,7.168,-15.535,-10.79,3.743,-2211.6,-4.044,6.1059,-11268.96,23656.14,-1.4,103848.31,3.382,1561.01,-4447.24,,True
1.873,0,-12531.44,-14.04,-4.4601,0,4.444,-9.099,-15.544,5.205,-2739.98,-4.226,6.2283,-11778.75,26306.64,-0.4,103869.98,2.19134,1532.188,-4462.3,-43.83,True
1.077,0,-4813.94,-12.3555,-4.17213,1,5.3254,-14.4819,-7.386,3.5703,-2831.15,-5.288,5.80684,-11144.46,22830.24,-1.4,103873.52,2.455,1562.32,-4656.68,,False
1.0528,0,-4989.04,-10.7229,-8.64,1,7.25,-17.685,-14.69,6.121,-3494.4,-6.812,5.79005,-11999.16,22736.94,-1.4,103855.85,4.468,1487.39,-4177.46,,False
1.153,0,-4677.06,-10.9212,-7.161,0,4.832,-17.006,-10.662,3.1239,-2973.8,-5.81,5.9935,-11213.76,25025.64,-0.4,103850.29,6.706,1553.08,-5336.68,-40.56,True
0.2811,0,-5369.84,-13.1856,-5.5911,1,4.5894,-14.8536,-31.76,3.3355,-2712.6,-3.3006,5.7605278,-14562.96,26240.64,-1.4,103711.64,4.068,1433.66,-3874.88,-46.8,True
0.8643,0,-4933.64,-11.1708,-6.3849,0,8.568,-14.7471,-1.0702,3.6464,-3053.9,-2.4752,6.0589,-12287.46,22903.86,-0.4,103851.79,6.692,1260.32,-3602.48,,False
0.1998,0,-7409.44,-10.8054,-5.1246,1,5.4712,-7.674,-6.464,6.651,-1713.3,-2.4052,6.3036,-12487.56,24188.64,-0.4,103808.18,2.19404,1373.62,-4225.92,-41.73,True
0.6058,1,-5665.24,-10.58238,-5.8161,0,4.8348,-15.751,-0.605,3.2262,-3316.2,-3.3828,5.79212,-11917.77,23242.2,-0.4,103874.14,2.897,1520.5,-4889.08,-45.21,False
4.5,1,-5742.64,-11.7621,-6.4953,0,7.328,-21.021,-3.318,3.5685,-2305.3,-2.44,6.1757,-11748.06,23706.24,-0.4,103838.77,3.8328,1460.61,-4527.64,,True
0.2407,0,-5018.64,-11.7159,-6.3357,0,4.7198,-19.927,-9.144,3.1768,-2728.1,-2.356,5.77952,-14747.76,25332.54,-0.4,103828.42,5.778,1322.12,-3479.48,,True
0.835,1,-8067.44,-13.506,-6.0663,0,5.3118,-11.63,-12.712,3.1366,-2825.57,-1.67026,5.78997,-12255.06,22306.44,-1.4,103853.11,2.5242,1065.02,-5332.28,-45.81,True
0.4354,0,-4906.68,-12.4197,-8.547,0,5.2602,-11.057,-25.52,3.2097,-2553.2,-7.444,6.6802,-10780.26,23902.74,-1.4,103784.36,4.78,1546.85,-4727.68,-48,True
0.5731,1,-5094.84,-16.254,-5.8356,0,4.1288,-25.99,-14.482,3.7398,-2714.5,-6.232,5.81663,-12130.26,17723.64,-0.4,103848.57,6.296,1514.26,-4052.08,-39.72,False
0.13902,0,-4920.18,-11.4516,-4.27167,1,4.2258,-19.93,-16.868,3.3288,-2354.8,-2.684,6.1498,-6728.76,23382.09,-1.4,103854.01,5.3,1655.42,-5045.68,,False
0.5293,1,-4867.58,-15.534,-4.09068,0,6.02,-9.328,-4.758,3.069,-2895.77,-3.1994,5.973,-12312.36,22290.84,-1.4,103842.7,5.93,1387.62,674.52,-42.69,False
